# time [s]; height [m]; vInf [m/s]; vHor [m/s]; vVer [m/s]
51.70000;61071.70115;135.87837;48.24423;-36.73774
51.80000;61068.02360;135.98206;48.33812;-36.81164
51.90000;61064.33867;136.08577;48.43210;-36.88529
52.00000;61060.64639;136.18947;48.52615;-36.95868
52.10000;61056.94678;136.29320;48.62029;-37.03182
52.20000;61053.23984;136.39691;48.71428;-37.10539
52.30000;61049.52555;136.50064;48.80838;-37.17873
52.40000;61045.80394;136.60436;48.90251;-37.25181
52.50000;61042.07500;136.70810;48.99655;-37.32535
52.60000;61038.33872;136.81182;49.09062;-37.39865
52.70000;61034.59512;136.91556;49.18479;-37.47172
52.80000;61030.84422;137.01927;49.27899;-37.54454
52.90000;61027.08602;137.12300;49.37308;-37.61784
53.00000;61023.32050;137.22670;49.46720;-37.69091
53.10000;61019.54768;137.33042;49.56140;-37.76376
53.20000;61015.76759;137.43411;49.65563;-37.83637
53.30000;61011.98022;137.53781;49.74973;-37.90949
53.40000;61008.18554;137.64148;49.84387;-37.98237
53.50000;61004.38359;137.74516;49.93807;-38.05505
53.60000;61000.57437;137.84880;50.03230;-38.12751
53.70000;60996.75789;137.95246;50.12639;-38.20048
53.80000;60992.93412;138.05607;50.22050;-38.27325
53.90000;60989.10308;138.15970;50.31467;-38.34581
54.00000;60985.26480;138.26328;50.40886;-38.41817
54.10000;60981.41929;138.36686;50.50311;-38.49033
54.20000;60977.56654;138.47040;50.59716;-38.56302
54.30000;60973.70653;138.57395;50.69127;-38.63552
54.40000;60969.83928;138.67744;50.78538;-38.70783
54.50000;60965.96480;138.78094;50.87955;-38.77995
54.60000;60962.08999;138.88350;51.01272;-38.71454
54.70000;60958.23073;138.98366;51.20750;-38.42667
54.80000;60954.41140;139.07982;51.46095;-37.91466
54.90000;60950.64563;139.17236;51.72156;-37.35473
55.00000;60946.93594;139.26091;51.97571;-36.79287
55.10000;60943.28255;139.34593;52.22408;-36.22836
55.20000;60939.68571;139.42698;52.46612;-35.66143
55.30000;60936.14566;139.50452;52.70232;-35.09208
55.40000;60932.66261;139.57810;52.93195;-34.52131
55.50000;60929.23676;139.64819;53.15587;-33.94759
55.60000;60925.86836;139.71434;53.37336;-33.37196
55.70000;60922.55761;139.77702;53.58492;-32.79435
55.80000;60919.30468;139.83577;53.78999;-32.21509
55.90000;60916.10979;139.89106;53.98926;-31.63331
56.00000;60912.97313;139.94245;54.18200;-31.05013
56.10000;60909.89488;139.99040;54.36889;-30.46466
56.20000;60906.87523;140.03446;54.54921;-29.87803
56.30000;60903.91431;140.07510;54.72365;-29.28934
56.40000;60901.01235;140.11187;54.89164;-28.69898
56.50000;60898.16948;140.14523;55.05371;-28.10677
56.60000;60895.38590;140.17473;55.20929;-27.51314
56.70000;60892.66174;140.20085;55.35891;-26.91788
56.80000;60889.99716;140.22313;55.50201;-26.32146
56.90000;60887.39226;140.24205;55.63912;-25.72364
57.00000;60884.84719;140.25714;55.76969;-25.12490
57.10000;60882.36206;140.26888;55.89438;-24.52420
57.20000;60879.93704;140.27682;56.01249;-23.92284
57.30000;60877.57221;140.28143;56.12470;-23.31973
57.40000;60875.26770;140.28225;56.23032;-22.71621
57.50000;60873.02360;140.27976;56.33001;-22.11117
57.60000;60870.84001;140.27351;56.42309;-21.50596
57.70000;60868.71698;140.26396;56.51022;-20.89946
57.80000;60866.65463;140.25066;56.59085;-20.29225
57.90000;60864.65304;140.23408;56.66551;-19.68397
58.00000;60862.71229;140.21378;56.73366;-19.07523
58.10000;60860.83243;140.19021;56.79582;-18.46564
58.20000;60859.01354;140.16293;56.85145;-17.85584
58.30000;60857.25564;140.13242;56.90110;-17.24540
58.40000;60855.55878;140.09821;56.94422;-16.63501
58.50000;60853.92299;140.06078;56.98144;-16.02341
58.60000;60852.34835;140.01967;57.01213;-15.41210
58.70000;60850.83486;139.97536;57.03690;-14.79981
58.80000;60849.38258;139.92740;57.05515;-14.18805
58.90000;60847.99149;139.87625;57.06748;-13.57553
59.00000;60846.66165;139.82145;57.07335;-12.96299
59.10000;60845.39307;139.76349;57.07331;-12.34992
59.20000;60844.18575;139.70190;57.06675;-11.73786
59.30000;60843.03966;139.63716;57.05434;-11.12471
59.40000;60841.95483;139.56882;57.03543;-10.51280
59.50000;60840.93121;139.49735;57.01066;-9.90002
59.60000;60839.96884;139.42228;56.97946;-9.28795
59.70000;60839.06765;139.34411;56.94236;-8.67601
59.80000;60838.22760;139.26236;56.89885;-8.06502
59.90000;60837.44865;139.17751;56.84949;-7.45360
60.00000;60836.73080;139.08912;56.79374;-6.84336
60.10000;60836.07395;138.99763;56.73214;-6.23293
60.20000;60835.47808;138.90262;56.66419;-5.62390
60.30000;60834.94313;138.80454;56.59043;-5.01414
60.40000;60834.46908;138.70294;56.51034;-4.40601
60.50000;60834.05580;138.59829;56.42442;-3.79815
60.60000;60833.70327;138.49014;56.33222;-3.19138
60.70000;60833.41137;138.37895;56.23422;-2.58510
60.80000;60833.18003;138.26428;56.12996;-1.98016
60.90000;60833.00913;138.14660;56.01993;-1.37593
61.00000;60832.89859;138.02544;55.90367;-0.77327
61.10000;60832.84828;137.90129;55.78168;-0.17076
61.20000;60832.85813;137.77403;55.65401;0.36775
61.30000;60832.92490;137.64289;55.51983;0.96757
61.40000;60833.05159;137.50887;55.38005;1.56628
61.50000;60833.23807;137.37132;55.23403;2.16343
61.60000;60833.48421;137.23090;55.08244;2.75927
61.70000;60833.78988;137.08696;54.92462;3.35404
61.80000;60834.15494;136.94019;54.76128;3.94732
61.90000;60834.57927;136.78989;54.59174;4.53927
62.00000;60835.06271;136.63678;54.41672;5.12952
62.10000;60835.60510;136.48016;54.23554;5.71818
62.20000;60836.20629;136.32074;54.04890;6.30570
62.30000;60836.86615;136.15781;53.85612;6.89137
62.40000;60837.58446;135.99212;53.65798;7.47495
62.50000;60838.36107;135.82293;53.45370;8.05715
62.60000;60839.19578;135.65099;53.24411;8.63709
62.70000;60840.08840;135.47555;53.02842;9.21537
62.80000;60841.03877;135.29739;52.80743;9.79194
62.90000;60842.04669;135.11573;52.58039;10.36659
63.00000;60843.11199;134.93138;52.34809;10.93933
63.10000;60844.23445;134.74353;52.10978;11.50987
63.20000;60845.41244;134.55330;51.86914;12.04999
63.30000;60846.63332;134.36195;51.64572;12.36748
63.40000;60847.87489;134.17043;51.44203;12.46404
63.50000;60849.11837;133.97942;51.25326;12.40561
63.60000;60850.35602;133.78898;51.06505;12.34732
63.70000;60851.58784;133.59910;50.87741;12.28903
63.80000;60852.81383;133.40979;50.69032;12.23086
63.90000;60854.03401;133.22105;50.50380;12.17268
64.00000;60855.24841;133.03286;50.31776;12.11532
64.10000;60856.45707;132.84524;50.13229;12.05796
64.20000;60857.66001;132.65817;49.94736;12.00069
64.30000;60858.85721;132.47167;49.76300;11.94341
64.40000;60860.04869;132.28572;49.57919;11.88622
64.50000;60861.23445;132.10032;49.39593;11.82901
64.60000;60862.41450;131.91549;49.21323;11.77188
64.70000;60863.58883;131.73120;49.03108;11.71473
64.80000;60864.75748;131.54747;48.84942;11.65835
64.90000;60865.92050;131.36430;48.66831;11.60194
65.00000;60867.07787;131.18167;48.48775;11.54559
65.10000;60868.22961;130.99959;48.30774;11.48922
65.20000;60869.37572;130.81806;48.12827;11.43289
65.30000;60870.51619;130.63707;47.94936;11.37655
65.40000;60871.65107;130.45664;47.77092;11.32091
65.50000;60872.78037;130.27674;47.59304;11.26526
65.60000;60873.90412;130.09739;47.41569;11.20962
65.70000;60875.02230;129.91859;47.23889;11.15397
65.80000;60876.13491;129.74032;47.06264;11.09832
65.90000;60877.24199;129.56260;46.88686;11.04332
66.00000;60878.34358;129.38541;46.71163;10.98832
66.10000;60879.43966;129.20877;46.53693;10.93330
66.20000;60880.53024;129.03266;46.36278;10.87827
66.30000;60881.61531;128.85708;46.18916;10.82321
66.40000;60882.69491;128.68204;46.01602;10.76880
66.50000;60883.76907;128.50754;45.84342;10.71436
66.60000;60884.83778;128.33357;45.67136;10.65989
66.70000;60885.90104;128.16013;45.49983;10.60539
66.80000;60886.95889;127.98722;45.32877;10.55151
66.90000;60888.01134;127.81484;45.15825;10.49760
67.00000;60889.05841;127.64299;44.98826;10.44365
67.10000;60890.10007;127.47166;44.81880;10.38967
67.20000;60891.13637;127.30087;44.64982;10.33627
67.30000;60892.16733;127.13059;44.48136;10.28285
67.40000;60893.19294;126.96084;44.31344;10.22936
67.50000;60894.21320;126.79162;44.14604;10.17585
67.60000;60895.22813;126.62292;43.97911;10.12290
67.70000;60896.23778;126.45474;43.81271;10.06993
67.80000;60897.24212;126.28708;43.64684;10.01686
67.90000;60898.24115;126.11994;43.48148;9.96378
68.00000;60899.23490;125.95332;43.31660;9.91123
68.10000;60900.22339;125.78721;43.15224;9.85866
68.20000;60901.20662;125.62163;42.98841;9.80598
68.30000;60902.18462;125.45656;42.82504;9.75391
68.40000;60903.15740;125.29200;42.66219;9.70173
68.50000;60904.12496;125.12796;42.49986;9.64953
68.60000;60905.08733;124.96442;42.33800;9.59782
68.70000;60906.04453;124.80140;42.17665;9.54610
68.80000;60906.99655;124.63889;42.01582;9.49425
68.90000;60907.94338;124.47689;41.85550;9.44237
69.00000;60908.88504;124.31540;41.69566;9.39098
69.10000;60909.82157;124.15442;41.53632;9.33957
69.20000;60910.75295;123.99394;41.37750;9.28801
69.30000;60911.67920;123.83397;41.21913;9.23705
69.40000;60912.60035;123.67451;41.06129;9.18594
69.50000;60913.51639;123.51555;40.90395;9.13480
69.60000;60914.42734;123.35709;40.74707;9.08412
69.70000;60915.33321;123.19914;40.59070;9.03342
69.80000;60916.23401;123.04169;40.43484;8.98256
69.90000;60917.12975;122.88473;40.27944;8.93228
70.00000;60918.02046;122.72828;40.12455;8.88183
70.10000;60918.90612;122.57232;39.97015;8.83137
70.20000;60919.78675;122.41687;39.81622;8.78133
70.30000;60920.66238;122.26191;39.66279;8.73127
70.40000;60921.53300;122.10745;39.50987;8.68103
70.50000;60922.39862;121.95348;39.35739;8.63137
70.60000;60923.25926;121.80001;39.20543;8.58153
70.70000;60924.11492;121.64703;39.05396;8.53166
70.80000;60924.96562;121.49455;38.90295;8.48220
70.90000;60925.81136;121.34255;38.75243;8.43272
71.00000;60926.65218;121.19104;38.60237;8.38364
71.10000;60927.48809;121.04002;38.45279;8.33454
71.20000;60928.31908;120.88949;38.30371;8.28524
71.30000;60929.14517;120.73944;38.15508;8.23652
71.40000;60929.96637;120.58987;38.00694;8.18758
71.50000;60930.78268;120.44079;37.85929;8.13865
71.60000;60931.59412;120.29219;37.71209;8.09007
71.70000;60932.40070;120.14407;37.56537;8.04150
71.80000;60933.20244;119.99643;37.41910;7.99326
71.90000;60933.99935;119.84927;37.27331;7.94505
72.00000;60934.79143;119.70260;37.12802;7.89658
72.10000;60935.57870;119.55639;36.98316;7.84872
72.20000;60936.36116;119.41067;36.83879;7.80059
72.30000;60937.13882;119.26543;36.69490;7.75250
72.40000;60937.91168;119.12066;36.55146;7.70471
72.50000;60938.67976;118.97637;36.40849;7.65696
72.60000;60939.44309;118.83255;36.26598;7.60950
72.70000;60940.20167;118.68920;36.12393;7.56209
72.80000;60940.95552;118.54632;35.98233;7.51494
72.90000;60941.70466;118.40392;35.84120;7.46786
73.00000;60942.44907;118.26198;35.70056;7.42047
73.10000;60943.18875;118.12052;35.56038;7.37316
73.20000;60943.92372;117.97953;35.42065;7.32609
73.30000;60944.65398;117.83901;35.28139;7.27910
73.40000;60945.37955;117.69896;35.14257;7.23233
73.50000;60946.10045;117.55937;35.00422;7.18566
73.60000;60946.81669;117.42025;34.86632;7.13920
73.70000;60947.52829;117.28159;34.72887;7.09285
73.80000;60948.23527;117.14340;34.59187;7.04669
73.90000;60948.93764;117.00567;34.45532;7.00065
74.00000;60949.63538;116.86841;34.31926;6.95424
74.10000;60950.32849;116.73161;34.18365;6.90796
74.20000;60951.01698;116.59527;34.04849;6.86186
74.30000;60951.70087;116.45939;33.91378;6.81588
74.40000;60952.38017;116.32398;33.77952;6.77007
74.50000;60953.05489;116.18902;33.64571;6.72440
74.60000;60953.72505;116.05452;33.51235;6.67888
74.70000;60954.39067;115.92048;33.37943;6.63351
74.80000;60955.05176;115.78690;33.24696;6.58827
74.90000;60955.70831;115.65377;33.11496;6.54267
75.00000;60956.36033;115.52110;32.98338;6.49772
75.10000;60957.00784;115.38888;32.85227;6.45242
75.20000;60957.65082;115.25712;32.72160;6.40722
75.30000;60958.28929;115.12581;32.59138;6.36223
75.40000;60958.92327;114.99496;32.46160;6.31731
75.50000;60959.55276;114.86456;32.33226;6.27261
75.60000;60960.17774;114.73462;32.20343;6.22693
75.70000;60960.79821;114.60513;32.07498;6.18252
75.80000;60961.41425;114.47609;31.94697;6.13817
75.90000;60962.02583;114.34751;31.81943;6.09353
76.00000;60962.63288;114.21938;31.69242;6.04740
76.10000;60963.23540;114.09171;31.56577;6.00305
76.20000;60963.83349;113.96448;31.43956;5.95876
76.30000;60964.42717;113.83771;31.31378;5.91469
76.40000;60965.01641;113.71138;31.18848;5.87018
76.50000;60965.60124;113.58550;31.06358;5.82640
76.60000;60966.18167;113.46007;30.93914;5.78218
76.70000;60966.75771;113.33508;30.81511;5.73869
76.80000;60967.32938;113.21054;30.69154;5.69475
76.90000;60967.89667;113.08645;30.56841;5.65105
77.00000;60968.45955;112.96280;30.44577;5.60639
77.10000;60969.01801;112.83960;30.32351;5.56298
77.20000;60969.57214;112.71685;30.20168;5.51962
77.30000;60970.12195;112.59453;30.08028;5.47651
77.40000;60970.66740;112.47266;29.95937;5.43243
77.50000;60971.20850;112.35122;29.83883;5.38961
77.60000;60971.74532;112.23023;29.71872;5.34683
77.70000;60972.27788;112.10966;29.59903;5.30431
77.80000;60972.80614;111.98954;29.47982;5.26084
77.90000;60973.33008;111.86985;29.36101;5.21811
78.00000;60973.84974;111.75060;29.24266;5.17494
78.10000;60974.36511;111.63179;29.12470;5.13251
78.20000;60974.87622;111.51341;29.00719;5.08965
78.30000;60975.38307;111.39546;28.89007;5.04752
78.40000;60975.88570;111.27794;28.77341;5.00496
78.50000;60976.38410;111.16086;28.65713;4.96314
78.60000;60976.87831;111.04420;28.54131;4.92089
78.70000;60977.36829;110.92798;28.42589;4.87889
78.80000;60977.85404;110.81219;28.31096;4.83597
78.90000;60978.33555;110.69683;28.19639;4.79428
79.00000;60978.81290;110.58190;28.08224;4.75265
79.10000;60979.28609;110.46739;27.96850;4.71127
79.20000;60979.75511;110.35332;27.85523;4.66899
79.30000;60980.21993;110.23967;27.74235;4.62744
79.40000;60980.68057;110.12645;27.62991;4.58549
79.50000;60981.13706;110.01365;27.51787;4.54426
79.60000;60981.58940;109.90129;27.40626;4.50263
79.70000;60982.03762;109.78934;27.29504;4.46172
79.80000;60982.48173;109.67782;27.18426;4.42042
79.90000;60982.92172;109.56672;27.07388;4.37937
80.00000;60983.35756;109.45605;26.96397;4.33745
80.10000;60983.78927;109.34580;26.85442;4.29673
80.20000;60984.21691;109.23597;26.74529;4.25609
80.30000;60984.64050;109.12656;26.63655;4.21571
80.40000;60985.06001;109.01757;26.52828;4.17447
80.50000;60985.47543;108.90900;26.42039;4.13396
80.60000;60985.88678;108.80086;26.31293;4.09307
80.70000;60986.29408;108.69312;26.20585;4.05290
80.80000;60986.69734;108.58581;26.09921;4.01236
80.90000;60987.09656;108.47892;25.99296;3.97208
81.00000;60987.49172;108.37245;25.88717;3.93097
81.10000;60987.88282;108.26639;25.78174;3.89104
81.20000;60988.26993;108.16074;25.67672;3.85122
81.30000;60988.65305;108.05551;25.57212;3.81120
81.40000;60989.03211;107.95071;25.46798;3.76990
81.50000;60989.40711;107.84631;25.36419;3.73024
81.60000;60989.77816;107.74233;25.26081;3.69070
81.70000;60990.14524;107.63876;25.15783;3.65096
81.80000;60990.50831;107.53562;25.05531;3.61042
81.90000;60990.86739;107.43287;24.95314;3.57106
82.00000;60991.22253;107.33054;24.85138;3.53182
82.10000;60991.57374;107.22862;24.75003;3.49239
82.20000;60991.92095;107.12712;24.64914;3.45173
82.30000;60992.26417;107.02602;24.54859;3.41270
82.40000;60992.60349;106.92534;24.44844;3.37380
82.50000;60992.93892;106.82505;24.34870;3.33471
82.60000;60993.27040;106.72519;24.24940;3.29486
82.70000;60993.59795;106.62573;24.15045;3.25618
82.80000;60993.92164;106.52667;24.05190;3.21765
82.90000;60994.24147;106.42801;23.95376;3.17894
83.00000;60994.55737;106.32977;23.85606;3.13903
83.10000;60994.86934;106.23192;23.75872;3.10030
83.20000;60995.17744;106.13448;23.66177;3.06172
83.30000;60995.48169;106.03744;23.56521;3.02342
83.40000;60995.78208;105.94081;23.46908;2.98438
83.50000;60996.07861;105.84457;23.37331;2.94608
83.60000;60996.37129;105.74874;23.27796;2.90749
83.70000;60996.66012;105.65330;23.18298;2.86920
83.80000;60996.94509;105.55827;23.08843;2.83018
83.90000;60997.22621;105.46364;22.99424;2.79234
84.00000;60997.50356;105.36940;22.90043;2.75465
84.10000;60997.77714;105.27555;22.80702;2.71685
84.20000;60998.04688;105.18212;22.71404;2.67788
84.30000;60998.31277;105.08907;22.62142;2.64011
84.40000;60998.57490;104.99643;22.52918;2.60249
84.50000;60998.83327;104.90417;22.43734;2.56477
84.60000;60999.08780;104.81232;22.34593;2.52590
84.70000;60999.33853;104.72086;22.25485;2.48866
84.80000;60999.58552;104.62980;22.16418;2.45116
84.90000;60999.82878;104.53912;22.07388;2.41399
85.00000;61000.06830;104.44884;21.98399;2.37655
85.10000;61000.30410;104.35895;21.89446;2.33946
85.20000;61000.53618;104.26945;21.80533;2.30211
85.30000;61000.76454;104.18033;21.71657;2.26511
85.40000;61000.98917;104.09162;21.62822;2.22742
85.50000;61001.21007;104.00329;21.54023;2.19052
85.60000;61001.42726;103.91535;21.45265;2.15336
85.70000;61001.64076;103.82780;21.36542;2.11657
85.80000;61001.85054;103.74064;21.27861;2.07911
85.90000;61002.05662;103.65387;21.19216;2.04244
86.00000;61002.25902;103.56749;21.10610;2.00553
86.10000;61002.45774;103.48149;21.02040;1.96899
86.20000;61002.65278;103.39588;20.93512;1.93180
86.30000;61002.84414;103.31065;20.85018;1.89541
86.40000;61003.03185;103.22582;20.76565;1.85879
86.50000;61003.21592;103.14136;20.68147;1.82256
86.60000;61003.39633;103.05730;20.59770;1.78568
86.70000;61003.57310;102.97361;20.51428;1.74962
86.80000;61003.74624;102.89031;20.43125;1.71333
86.90000;61003.91576;102.80738;20.34859;1.67703
87.00000;61004.08160;102.72486;20.26635;1.63968
87.10000;61004.24376;102.64271;20.18445;1.60358
87.20000;61004.40232;102.56095;20.10293;1.56768
87.30000;61004.55730;102.47955;20.02178;1.53179
87.40000;61004.70863;102.39856;19.94103;1.49485
87.50000;61004.85633;102.31794;19.86063;1.45918
87.60000;61005.00045;102.23770;19.78062;1.42330
87.70000;61005.14099;102.15783;19.70097;1.38745
87.80000;61005.27791;102.07836;19.62172;1.35098
87.90000;61005.41123;101.99925;19.54282;1.31537
88.00000;61005.54098;101.92054;19.46431;1.27957
88.10000;61005.66717;101.84218;19.38615;1.24422
88.20000;61005.78979;101.76422;19.30838;1.20827
88.30000;61005.90885;101.68662;19.23097;1.17279
88.40000;61006.02432;101.60942;19.15395;1.13671
88.50000;61006.13623;101.53258;19.07728;1.10152
88.60000;61006.24461;101.45612;19.00099;1.06614
88.70000;61006.34946;101.38002;18.92505;1.03083
88.80000;61006.45073;101.30433;18.84952;0.99454
88.90000;61006.54844;101.22899;18.77433;0.95955
89.00000;61006.64265;101.15403;18.69951;0.92479
89.10000;61006.73338;101.07943;18.62505;0.88973
89.20000;61006.82053;101.00523;18.55100;0.85329
89.30000;61006.90412;100.93138;18.47728;0.81856
89.40000;61006.98424;100.85792;18.40394;0.78368
89.50000;61007.06086;100.78481;18.33095;0.74890
89.60000;61007.13401;100.71209;18.25834;0.71398
89.70000;61007.20369;100.63972;18.18607;0.67957
89.80000;61007.26990;100.56773;18.11419;0.64462
89.90000;61007.33264;100.49610;18.04265;0.61021
90.00000;61007.39191;100.42485;17.97150;0.57525
90.10000;61007.44771;100.35395;17.90068;0.54083
90.20000;61007.50005;100.28344;17.83025;0.50588
90.30000;61007.54892;100.21328;17.76017;0.47147
90.40000;61007.59432;100.14350;17.69046;0.43655
90.50000;61007.63625;100.07408;17.62110;0.40218
90.60000;61007.67473;100.00504;17.55212;0.36729
90.70000;61007.70976;99.93634;17.48348;0.33336
90.80000;61007.74139;99.86802;17.41521;0.29932
90.90000;61007.76963;99.80005;17.34728;0.26545
91.00000;61007.79444;99.73247;17.27973;0.23069
91.10000;61007.81582;99.66522;17.21252;0.19691
91.20000;61007.83382;99.59836;17.14568;0.16302
91.30000;61007.84843;99.53183;17.07918;0.12933
91.40000;61007.85964;99.46569;17.01305;0.09477
91.50000;61007.86744;99.39989;16.94727;0.06119
91.60000;61007.87187;99.33446;16.88185;0.02752
